id,term_in_arabic,new_term_in_arabic,term_in_arabic_normalized,definition_in_english,part_of_speech,is_from_french,is_vulgar,french,example_sentence_in_arabic,example_sentence_in_arabic_normalized,example_sentence_in_english
14389,إنْجِيلِيَّة,,إنجيلية,evangelicalism,N,False,False,,انا تابع الكنيسة الإنجيلية,انا تابع الكنيسة الإنجيلية,I am part of the evangelical church.
14390,بَلُّوطَة,,بلوطة,earring,N,False,False,,عامل بلوطة في وذنو,عامل بلوطة في وذنو,He has an earring in his ear.
14391,برّي,بَرِّي,بري,"wild, not tame",ADJ,False,False,,هذا الحيوان بري,هذا الحيوان بري,That's a wild animal.
14393,بن غربال,بِن غَرْبَالْ,بن غربال,Ben Ghorbel (last name),N,False,False,,بن غربال يرجعو جرابى,بن غربال يرجعو جرابى,Ben Ghorbel people are from Jerba.
14394,تْحَقَّقْ,,تحقق,"to check, investigate",V,False,False,,تحقق مل الحكاية قبل ما تصدقها,تحقق مل الحكاية قبل ما تصدقها,Check out things before believing them.
14395,إستخار ربّي,إِسْتَخاَر رَبِّي,إستخار ربي,to ask God for guidance before doing something,V,False,False,,استخار ربي في العرس,استخار ربي في العرس,He asked God for guidance before getting married.
14396,إنتخابات,إِنتِخَابَاتْ,إنتخابات,elections,N,False,False,,شارك في الانتخابات البلدية,شارك في الانتخابات البلدية,He took part in the municipal elections.
14397,بزّع دبّوزة,بَزَّعْ دَبُّوزَةَ,بزع دبوزة,to spill out a bottle,V,False,False,,بزع دبوزة الزيت,بزع دبوزة الزيت,he spilled the oil bottle.
14398,أَونْقَاجَى رُوحُو,,أونقاجى روحو,"to get involved in, join into something",V,False,False,,اونقاجى روحو في حكاية مينجمهاش,اونقاجى روحو في حكاية مينجمهاش,He got involved in something he isn't capable of.
14401,بُورَاوِي,,بوراوي,Bouraoui (man's name),N,False,False,,ماريتش بوراوي؟,ماريتش بوراوي ، ,You didn'g see Bouraoui?
14402,إستحوذ,إِسْتَحْوِذْ,إستحوذ,"to take, steal something",V,False,False,,استحوذ عل الكورة,استحوذ عل الكورة,He stole the ball.
14404,باع روحو على خاطرو,بَاع رُوحُو علَى خَاطْرُو,باع روحو على خاطرو,he sacrificed himself for him,V,False,False,,باع روحو على خاطرو,باع روحو على خاطرو,He sacrificed himself for him.
14405,إدْرِيسْ,,إدريس,"Idriss (man's name, prophet)",N,False,False,,اسمو إدريس,اسمو إدريس,His name is Idriss.
14406,بَاشْ (بلاستيك),,باش (بلاستيك),plastic tarp,N,False,False,,اعمل الباش ع الشتاء,اعمل الباش ع الشتاء,Put up a tarp because of the rain.
14408,إنْطِلَاقْ,,إنطلاق,"start, beginning, starting point",N,False,False,,وقتاه انطلاق الالعاب الاولمبية,وقتاه انطلاق الالعاب الاولمبية,When do the Olympic Games start?
14409,تْذَكِّرْ,,تذكر,to remember,V,False,False,,زيد تذكر وين حطيت المفاتح,زيد تذكر وين حطيت المفاتح,Keep trying to remember where you put the keys.
14410,جُوْنْتْ,,جونت,joint (car part or bodily joint),N,False,False,,الكرهبة عملتلي جونت دوكيلاس,الكرهبة عملتلي جونت دوكيلاس,I have a problem with the gasket head in my car.
14412,تْرَاجِيديَا,,تراجيديا,tragedy,N,False,False,,تفرجنا في تراجيديا يونانية,تفرجنا في تراجيديا يونانية,We watched a Punic tragedy.
14414,جَيَّابَة,,جيابة,very fertile,N,False,False,,مماتي جيابة متاع صغار,مماتي جيابة متاع صغار,My grandmother had a lot of kids.
14415,تْرُوشِيكَا,,تروشيكا,"modification, change",N,False,False,,اعمللها تروشيكا على جنب,اعمللها تروشيكا على جنب,Do a modification on the side.
14415,تْرُوشِيكَا,,تروشيكا,"fake news, made-up story",N,False,False,,الحكاية تروشيكا موش صحيحة,الحكاية تروشيكا موش صحيحة,That's fake news; it's not real.
14416,تْجِيبْ الصْغَارْ,,تجيب الصغار,"she can have kids, is fertile",V,False,False,,مرطو متجيبش الصغار,مرطو متجيبش الصغار,His wife is infertile.
14419,بالزّربة,بِالزَّرْبَة,بالزربة,"quickly, in a hurry",ADJ,False,False,,ماتكلش بالزربة,ماتكلش بالزربة,Don't eat quickly.
14420,بْرُومُوسْپُورْ,,بروموسپور,Promosport (gambling game for soccer matches),N,False,False,,عمرت ورقة بروموسبور,عمرت ورقة بروموسبور,I filled out a Promosport card.
14421,تْحَالِفْ,,تحالف,"to ally with, start an alliance",V,False,False,,شكلو تحالف بيناتهم,شكلو تحالف بيناتهم,They formed an alliance together.
14422,فِيتْرِينَا,,فيترينا,"showcase, store window",N,False,False,,نظف الفيترينا,نظف الفيترينا,He cleaned the store window.
14424,بُؤْرَة,,بؤرة,"area, especially a war zone",N,False,False,,افغانستان بؤرة توتر,افغانستان بؤرة توتر,Afghanistan is a tense zone.
14425,تْسَكَّعْ,,تسكع,"to stroll around, walk, hang out with no purpose",V,False,False,,تسكع نهار كامل,تسكع نهار كامل,He strolled around all day.
14426,تاليفونْ,,تاليفون,phone,N,False,False,,فماشي تاليفون للبيع,فماشي تاليفون للبيع,Is there a phone for sale?
14427,إصطادو بالضو,إِصْطَادُو بِالضَو,إصطادو بالضو,to hunt at night using light,V,False,False,,يصطادو في الليل بالضو,يصطادو في الليل بالضو,They hunt at night using light.
14429,أمْلِطْ,,أملط,"baby face, no facial hair",N,False,False,,املط ماعندوش لحية,املط ماعندوش لحية,He has a baby face and doesn't have facial hair.
14430,تْشَرِّفْ,,تشرف,nice to meet you,V,False,False,,نتشرف بمعرفتك,نتشرف بمعرفتك,I'm honored to meet you.
14432,إلَبْسُوهْ شْكَارَة وْ يْحُطُّولُو قَطُّوسْ,,إلبسوه شكارة و يحطولو قطوس,they put a bag on him and left a cat inside (torture),PHR,False,False,,قبل كي يحبو معتقل سياسي يلبسوه شكارة و يحطولو قطوس,قبل كي يحبو معتقل سياسي يلبسوه شكارة و يحطولو قطوس,"Before if they wanted to change the mind of a politician, they put him in a bag with a cat."
14435,تْسَوِّلْ,,تسول,"to beg, ask for money",V,False,False,,تسول في الاسواق,تسول في الاسواق,He begged for money.
14436,بَاتُونِي,,باتوني,"Q-tips, cotton swabs",N,False,False,,اعطني بَاتُونِي خلي نضف وذني,اعطني باتوني خلي نضف وذني,Give me a cotton swab and let me clean my ear.
14437,ترهوج,تْرَهْوِّجْ,ترهوج,"to grow dizzy, light-headed",V,False,False,,ترهوج م الضربة,ترهوج م الضربة,He grew dizzy from the hit.
14438,زَيِّنْ الدَّارْ,,زين الدار,to decorate the house,V,False,False,,تزين الدار بالنوار,تزين الدار بالنوار,The house was decorated with flowers.
14440,فتخر,فْتَخِرْ,فتخر,"to boast, be proud",V,False,False,,افتخر بجدودو,افتخر بجدودو,He was proud of his ancestors.
14441,إستعمار,إِسْتَعْمَارْ,إستعمار,colonialism,N,False,False,,عايشين في استعمار اقتصادي,عايشين في استعمار اقتصادي,They're living in economic colonialism.
14442,تَشْرِيعِيَّة,,تشريعية,legislative,ADJ,False,False,,مجلس النواب هو السلطة التشريعية,مجلس النواب هو السلطة التشريعية,The Parliament is the legislative authority.
14444,إقليم,إِقْلِيمْ,إقليم,"province, region",N,False,False,,يخدم في اقليم الحرس,يخدم في اقليم الحرس,He works in the guarded region.
14445,بَرَاءة,,براءة,innocence,N,False,False,,خرج براءة,خرج براءة,He left innocent.
14446,پِرُوجِيكْسْيُونْ,,پروجيكسيون,projection (video projection),N,False,False,,عملنا بروجيكسيون متاع الفيديو,عملنا بروجيكسيون متاع الفيديو,He projected the video.
14447,بُقْعَة الپِيلَانْتِي,,بقعة الپيلانتي,spot where penalty kicks are done,N,False,False,,حط الكورة في بقعة البيلانتي,حط الكورة في بقعة البيلانتي,Put the ball in the penalty spot.
14448,تْضُرْ بْصَحَّة الأَبْدَانْ,,تضر بصحة الأبدان,"it's harmful to one's health, to one's body",V,False,False,,الدخان يضر بصحة الابدان,الدخان يضر بصحة الابدان,Smoke harms the body's health.
14449,تَبَعِيَّة الأَحْدَاثْ,,تبعية الأحداث,"the process, flow of events",N,False,False,,تبعية الاحداث ادت لاندلاع الثورة,تبعية الاحداث ادت لاندلاع الثورة,The flow of events led to the beginning of the revolution.
14450,إسترجع الذّاكرة,إِسْتَرْجَعْ الذَّاكْرَة,إسترجع الذاكرة,to recall a memory,V,False,False,,استرجع الذاكرة,استرجع الذاكرة,He recalled a memory.
14451,تْسَامْحُو,,تسامحو,"they forgave each other, reconciled",V,False,False,,تسامحو في بعضهم,تسامحو في بعضهم,They forgave each other.
14452,إنَوَّحْ عَلْ المَيِّتْ,,إنوح عل الميت,"to mourn, weep for a deceased person",V,False,False,,اينوح عل الميت,اينوح عل الميت,He is mourning for the deceased.
14453,تْضَحِّكْ,,تضحك,"it's funny, makes you laugh",V,False,False,,تضحك الفازة,تضحك الفازة,That is funny.
14454,تْرَامْوَايْ,,ترامواي,tramway (metro),N,False,False,,مشينا بالترماي,مشينا بالترماي,We went by tramway.
14456,مَاكْلِينْ بْعَضْهُمْ,,ماكلين بعضهم,"in complete disorder, full of problems and chaos",V,False,False,,نلقاهم ماكلين بعضهم,نلقاهم ماكلين بعضهم,I found them in complete disorder.
14457,تْرَيِّضْ,,تريض,"to calm down, settle",V,False,False,,البيرة تريض المخ,البيرة تريض المخ,Beer calms the mind down.
14460,بَارْد,,بارد,cold,ADJ,False,False,,الدنيا باردا,الدنيا باردا,It's cold out.
14461,إيدْرُولُوجِي,,إيدرولوجي,hydrology,N,False,False,,الماكينة لازمها واحد يفهم في الايدرولوجي,الماكينة لازمها واحد يفهم في الايدرولوجي,The machine needs someone who understands hydrology.
14462,بوكشّاش,بُوكَشَّاشْ,بوكشاش,"salamander, small lizard",N,False,False,,تفرج في البوكشاش في الحيط,تفرج في البوكشاش في الحيط,Look at the salamander on the wall.
14463,مْحَافِظْ,,محافظ,"to conserve, preserve, keep",V,False,False,,محافظ على صلواتو,محافظ على صلواتو,He makes sure to do his prayers.
14464,إسْتِقْلَاليّة,,إستقلالية,independence,N,False,False,,تونس خذات استقلاليتها في الخمسينيات,تونس خذات استقلاليتها في الخمسينيات,Tunisai received its independence in the fifties.
14465,أومْپْلِي,,أومپلي,"megaphone, amplifier",N,False,False,,ركبت اومبلي في الشان الستريو,ركبت اومبلي في الشان الستريو,I installed an amplifier in the stereo.
14466,بِنَاءْ,,بناء,building,N,False,False,,البناء الفوضوي هلك منظر العاصمة,البناء الفوضوي هلك منظر العاصمة,Unlicensed building ruined the capital's appearance.
14467,إستثيق,إِسْتَثْيِقْ,إستثيق,"to trust, believe in",V,False,False,,استثيقو في فلوسو,استثيقو في فلوسو,They trusted in his money.
14468,تَسَامُحْ,,تسامح,"tolerance, peace",N,False,False,,مجتمع يمن بالتسامح,مجتمع يمن بالتسامح,Society believes in tolerance.
14469,تَحْتْ الهَيْمْنَة مْتاعُو,,تحت الهيمنة متاعو,"under his authority, rulership",PHR,False,False,,عاش تحت الهيمنة متاعو,عاش تحت الهيمنة متاعو,He lieved under his authority.
14470,أوريجين,أُورِيجِينْ,أوريجين,"origin, source",ADJ,False,False,,هو دو ريجين لباس عليه,هو دو ريجين لباس عليه,He comes from a wealthy family.
14471,إستقال,إِسْتقَالْ,إستقال,"to resign, quit work",V,False,False,,الوزير إستقال من منصبو,الوزير إستقال من منصبو,The Minister resigned from his post.
14472,بْلُونْ,بْلُونْ,بلون,white,N,True,False,Blanc,لابس مريول بلون,لابس مريول بلون,He is wearing a white shirt.
14473,تْصَفِّفْ,,تصفف,to straighten (hair),V,False,False,,تصفف في شعرها,تصفف في شعرها,She is straightening her hair.
14475,تْسَخْنُو,,تسخنو,to arouse him sexually,V,False,False,,تسخنو بالتلفون,تسخنو بالتلفون,She his arousing him over the phone.
14476,بلغ,بْلَغْ,بلغ,"to grow up, reach adulthood",V,False,False,,بلغ ولى راجل,بلغ ولى راجل,He grew up and became a man.
14500,االله,االلّْه,االله,God,N,False,False,,الله أكبر,الله أكبر,God is great.
14501,ابْ,,اب,Father,N,False,False,,الأبّ هو المسؤول على العايلة,الأب هو المسؤول على العايلة,The father is responsible for the family.
14502,آبْ,,آب,father (used in religious contexts),N,False,False,,الآب و الإبن و الروح القدس,الآب و الإبن و الروح القدس,The Father and the Son and the Holy Spirit
14504,ابَاحيَّة,,اباحية,pornographic,N,False,False,,يتفرّج في الأفلام الإباحيّة,يتفرج في الأفلام الإباحية,He watches pornographic films.
14506,إبَادَة,,إبادة,"extermination, genocide, killing",N,False,False,,إبادة جماعيّة,إبادة جماعية,It was a group extermination.
14507,أبَاضِيَّة,,أباضية,"sect of islam (found in Ghardaia, city in Algeria, and in Jerba)",N,False,False,,أغلبية الأباضية يعيشو في جربة,أغلبية الأباضية يعيشو في جربة,Most Ibadites live in Jerba.
14508,أبَّاي,,أباي,"wow, really?",INTERJ,False,False,,"أبايّ, كيفاش عملتها؟","أباي, كيفاش عملتها ، ","Wow, how did you do that?"
14509,ابْتِدَاءْ,,ابتداء,"to begin, commence",V,False,False,,إبتداء الدروس نهار لثنين,إبتداء الدروس نهار لثنين,The lessons begin on Monday.
14510,ابْتَزْ,,ابتز,to provoke,V,False,False,,البوليز يبتزّ في المواطن,البوليز يبتز في المواطن,The police provoked the citizen.
14511,إبْتِسَامْ,,إبتسام,Ibtissem (woman's name),N,False,False,,بنت جارتنا إسمها إبتسام,بنت جارتنا إسمها إبتسام,Our neighbor's daughter's name is Ibtissem.
14512,إبْتِكَارْ,,إبتكار,"invention, creation",N,False,False,,لازمك تجيب إبتكار جديد في المعرض هذا,لازمك تجيب إبتكار جديد في المعرض هذا,You need to bring a new invention to that expo.
14513,إبْتِلَاءْ,,إبتلاء,"temptation, test (often from God)",N,False,False,,إبتلاء من عند الله,إبتلاء من عند الله,It was a temptation from God.
14514,ابْتَلَى,,ابتلى,"to cause affliction, hardship as a test (done by God)",V,False,False,,ربّي يبتلينا ساعات باش يشوف قوّة إيماننا,ربي يبتلينا ساعات باش يشوف قوة إيماننا,Sometimes God causes us hardship to see the strength of our faith.
14515,ابْتَهَلْ,,ابتهل,"to rejoice, be glad",V,False,False,,الناس إبتهلت بهطول المطر,الناس إبتهلت بهطول المطر,People rejoiced over the rain.
14515,ابْتَهَلْ,,ابتهل,"to invoke, request, ask for, pray",V,False,False,,المصلين يبتهلوا في كل ليالي رمضان,المصلين يبتهلوا في كل ليالي رمضان,Those who pray make requests every night of Ramadan.
14517,إبث الإشَاعَاتْ,,إبث الإشاعات,to spread rumors,V,False,False,,الناسّ يبثّو برشة إشاعات على كلّ يوم,الناس يبثو برشة إشاعات على كل يوم,People spread a lot of rumors every day.
14520,أبْخِرْ,,أبخر,has really bad breath,ADJ,False,False,,"ما يغسلش سنّيه , ديما فمّو أبخر .","ما يغسلش سنيه , ديما فمو أبخر .","He doesn't brush his teeth, and his breath is always bad."
14521,إبْدَاعْ,,إبداع,"ingenuity, creation",N,False,False,,الرسّام هذا عندو برشة إبداع في اللوحة هذي,الرسام هذا عندو برشة إبداع في اللوحة هذي,That painter has a lot of creativity in that painting.
14522,أبْدُومَانْ,أبْدُومَانْ,أبدومان,abdominal muscles,N,True,False,Se sont mis en forme grâce à des séances d'entraînement,لابدومان متاعو تريقل بالأونترانمون .,لابدومان متاعو تريقل بالأونترانمون .,His abs got in shape through workouts.
14523,أبَدِي,,أبدي,"everlasting, eternal",ADJ,False,False,,الله أبدي .,الله أبدي .,God is everlasting.
14525,أبْرَافْيَاسْيُونْ,أبْرَافْيَاسْيُونْ,أبرافياسيون,abbreviation,N,True,False,abréviation,لابرافياسيون متاع كوكاكولا هي كوكا .,لابرافياسيون متاع كوكاكولا هي كوكا .,The abbrevation for coca cola is coca.
14527,إبْرَامْ,,إبرام,"signing, conclusion of a contract",V,False,False,,ليوم إبرام الصفقة متع الملاعبي الجديد,ليوم إبرام الصفقة متع الملاعبي الجديد,Today is the signing of the new player's contract.
14528,ابْرَاهِيمْ,,ابراهيم,"Ibrahim (man's name, Abraham)",N,False,False,,إسمو أبراهيم,إسمو أبراهيم,His name is Ibrahim.
14530,إبْرَة مْتَاعْ خْيَاطَة,,إبرة متاع خياطة,sewing needle,N,False,False,,باش نشري إبرة متع خياطة,باش نشري إبرة متع خياطة,I'm going to buy a sewing needle.
14531,إبَرّدْ أَعْصَابُو,,إبرد أعصابو,to calm his nerves,V,False,False,,أشرب كاس سيتروناد باش تبرّد أعصابك,أشرب كاس سيتروناد باش تبرد أعصابك,Drink a glass of lemonade to cool off your nerves.
14532,أبْرِسْ,,أبرس,"leprous, leper",N,False,False,,الأبرس هو إنسان مريض بالبرس .,الأبرس هو إنسان مريض بالبرس .,Lepers are people who have leprosy.
14533,إبرّقْ,,إبرق,to glare with shining eyes (like cat),V,False,False,,شوف القطّوس كيفاش يبرّق في عينيه,شوف القطوس كيفاش يبرق في عينيه,Look at the cat how its eyes are shining.
14535,إبْرِيقْ,,إبريق,"jug, pitcher",N,False,False,,صبّ الماء في الإبريق,صب الماء في الإبريق,Pour the water in the pitcher.
14536,أبسْتْرَى,أبسْتْرَى,أبسترى,"abstract, unclear",ADJ,True,False,abstrait,حكاية أبسترى,حكاية أبسترى,That is an abstract topic.
14538,أبْسُولُو,أبْسُولُو,أبسولو,"general, in theory",ADV,True,False,absolut,يحكي في الابسولو ما يقصدش حاجة معينة .,يحكي في الابسولو ما يقصدش حاجة معينة .,He's speaking in general; he isn't referring to something specific.
14539,أبْسُونْ,أبْسُونْ,أبسون,"absent, not present",ADJ,True,False,absent,"مراد ما جاش يقرى اليوم , قيدتو الأستاذة أبسون .","مراد ما جاش يقرى اليوم , قيدتو الأستاذة أبسون .",Mourad didn't come study today; the teacher marked him down as absent.
14540,أبْعِسْ,,أبعس,"to have a lazy eye, to not see well and have a strange appearance due to the eyes",V,False,False,,شبيك تعمل في عينيك كي لبعس,شبيك تعمل في عينيك كي لبعس,Why are you moving your eyes like you have a lazy eye?
14541,أبْكِمْ,,أبكم,mute person,N,False,False,,الأبكم هو الإنسان إلّي ما يتكلّمش .,الأبكم هو الإنسان إلي ما يتكلمش .,A mute person is someone who doesn't speak.
14544,بَمْبِي,,بمبي,to bounce,V,False,False,,لقيت وليّد صغير يبمبي فوق الكرهبة,لقيت وليد صغير يبمبي فوق الكرهبة,I found a little kid bouncing on the car.
14544,بَمْبِي,,بمبي,"to strut, show off",V,False,False,,يزي بال كذب وإنت نهار كامل تبمبي علينا,يزي بال كذب وإنت نهار كامل تبمبي علينا,Quit lying; you've been strutting around all day.
14545,إبْنْ,,إبن,son,N,False,False,,شكري الواعر إبن الترجّي الرياضي التونسي,شكري الواعر إبن الترجي الرياضي التونسي,Choukri Waer is the son of Tarraji Tunisian Club.
14546,إبْنْ الَلهْ,,إبن الله,Son of God,N,False,False,,المسيحيّين يمّنو إلّي عيسى إبن الله,المسيحيين يمنو إلي عيسى إبن الله,Christians believe that Jesus is the Son of God.
14547,بَنْبِي فِي القَاعْ,,بنبي في القاع,to do push ups,V,False,False,,أحمد يبنبي في القاع,أحمد يبنبي في القاع,Ahmed is doing push ups on the floor.
14548,إبْهَامْ,,إبهام,thumb,N,False,False,,الإبهام هو الصبع إلّي نبصمو بيه,الإبهام هو الصبع إلي نبصمو بيه,The thumb is the first finger we use for fingerprints.
14550,بُوكْسِي,بُوكْسِي,بوكسي,to box,V,True,False,Boxes,أيمن يعرف يبوكسي بالباهي,أيمن يعرف يبوكسي بالباهي,Aymen knows how to box well.
14551,أبَويَّة,,أبوية,of or relating to the father,ADJ,False,False,,الرعاية الأبويّة مهمّة برشا في حياة الطفل,الرعاية الأبوية مهمة برشا في حياة الطفل,Fatherly care is very important in the life of a child.
14553,إبَيِّضْ صُورْتُو,,إبيض صورتو,"to clean up one's image, whitewash it",V,False,False,,الرئيس المخلوع قاعدين إبيضولو في صورتو,الرئيس المخلوع قاعدين إبيضولو في صورتو,They're trying to clean up the image of the removed president.
14555,أپَاتْشِي,أپَاتْشِي,أپاتشي,Apache helicopter,V,True,False,Apache,طيّارات الأپاتْشِي ضربت الإرهابيّين المتخبّين في المناطق الجبليّة .,طيارات الأپاتشي ضربت الإرهابيين المتخبين في المناطق الجبلية .,Apache helicopters hit the terrorists hiding in the mountainous region.
14559,إپَرْتَاجِي,,إپرتاجي,to share,V,False,False,,ديما نبرتاجي تصاور على الفايس بوك,ديما نبرتاجي تصاور على الفايس بوك,I always share pictures on Facebook.
14564,إپُوكْرِيتْ,إپُوكْرِيتْ,إپوكريت,hypocrite,N,True,False,Hypocrite,المرأة هذي إيبوكريت,المرأة هذي إيبوكريت,That woman is a hypocrite.
14565,إپُونْجْ,إپُونْجْ,إپونج,sponge,N,True,False,Éponge,جيب الإيبونج من الكوجينة,جيب الإيبونج من الكوجينة,Bring the sponge from the kitchen.
14568,أتَاكُونْ,أتَاكُونْ,أتاكون,"striker, player on offense",N,True,False,Joueur attaquant,شرينا أتاكون جديد,شرينا أتاكون جديد,We bought a new striker.
14569,إتَاوَة,,إتاوة,tax (outdated),N,False,False,,لازم تدفع إتاوة على الكرهبة,لازم تدفع إتاوة على الكرهبة,You need to pay the car tax.
14572,إتِّجَاهْ,,إتجاه,direction,N,False,False,,كي تدور علّيمين تمشي في إتّجاه سوسة,كي تدور عليمين تمشي في إتجاه سوسة,"When you turn to the right, go toward Sousse."
14573,إتجَاهْ البَوْصْلَة,,إتجاه البوصلة,compass direction,N,False,False,,إتّجاه البوصلة يعطيك الشمال,إتجاه البوصلة يعطيك الشمال,The compass' direction gives you north.
14574,إتّحَادْ,,إتحاد,union,N,False,False,,إتّحاد الشغل ليوم باش يعمل مظاهرة,إتحاد الشغل ليوم باش يعمل مظاهرة,The Labor Union is going to hold a protest today.
14575,إتِّحَادْ العَامْ التُّونُسِي لِلْشُغْلْ,,إتحاد العام التونسي للشغل,Tunisian General Labor Federation,N,False,False,,أنت عضو في الإتّحاد العام التونسي للشغل,أنت عضو في الإتحاد العام التونسي للشغل,You are a member of the Tunisian General Labor Federation.
14576,إتّحَدْ,,إتحد,"to unite, join",V,False,False,,لازم نتّحدو مع بعضنا باش ننجحو,لازم نتحدو مع بعضنا باش ننجحو,We need to unite in order to be successful.
14577,إتَّخَذْ,,إتخذ,"to take, make a decision",V,False,False,,المدير إتّخذ قرار باش يطرّد السكرتيرة,المدير إتخذ قرار باش يطرد السكرتيرة,The director made a decision to fire the secretary.
14579,إتْرِتْ,,إترت,"get out of my face, get out of here (rude)",V,False,True,,إترت من قدّامي,إترت من قدامي,Get out of my face.
14580,تّرْدَعْ,,تردع,"to be shaken, to wobble",V,False,False,,الكرسي يتدردع,الكرسي يتدردع,The chair is wobbly.
14581,أتَسْتَاسْيُونْ دُو بَايْمُونْ,أتَسْتَاسْيُونْ دُو بَايْمُونْ,أتستاسيون دو بايمون,"certificate of payment, of clearance",N,True,False,Attestation de payement,أعطيني أتستاسيون دو بايمون,أعطيني أتستاسيون دو بايمون,Give me a certificate of payment.
14582,إتّصَالْ,,إتصال,"communication, call",N,False,False,,عندك إتّصال من المدير,عندك إتصال من المدير,You have a call from the director.
14583,إتَّصَلْ,,إتصل,"to call, contact",V,False,False,,إتّصل بالقاعة,إتصل بالقاعة,He contacted the room.
14584,إتّضَحْ,,إتضح,"to be clear, obvious",V,False,False,,إتّضح إنّو البونطو تسلّل,إتضح إنو البونطو تسلل,It became clear that the point was good.
14585,إتِّفَاقْ,,إتفاق,"arrangement, agreement",N,False,False,,تونس عملت إتّفاق مع دزاير,تونس عملت إتفاق مع دزاير,Tunisia made an agreement with Algeria.
14585,إتِّفَاقْ,,إتفاق,agreement,N,False,False,,,,
14586,إتِّفَاقِيّة,,إتفاقية,convention,N,False,False,,تونس عملت إتّفاقية جديدة مع تركيا,تونس عملت إتفاقية جديدة مع تركيا,Tunisia made a new agreement with Turkey.
14587,إتِّفَاقيَّة شَرَاكَة,,إتفاقية شراكة,partnership agreement,N,False,False,,تونس عملت إتّفاقيّة شراكة مع كوريا الشماليّة,تونس عملت إتفاقية شراكة مع كوريا الشمالية,Tunisia made a partnership agreement with North Korea.
14589,إتَّفَقْ,,إتفق,to agree to something,V,False,False,,إتّفقت مع عرفي على وقت الخدمة,إتفقت مع عرفي على وقت الخدمة,I agreed with my boss about the work hours.
14590,إتقّى,إِتَقَّى,إتقى,"to fear, respect",V,False,False,,إتقّي مولاك يا راجل,إتقي مولاك يا راجل,"Fear your maker, man."
14594,إتَكِي عَلَى جْنَبْ,,إتكي على جنب,to lie on one's side,V,False,False,,إتكّى على جنب كي تجي باش ترقد,إتكى على جنب كي تجي باش ترقد,Lie on your side when you are going to sleep.
14597,إتلّفْ,,إتلف,"to change the topic of conversation, avoid something",V,False,False,,شبيك إتلف فيا جاوبني بصراحة كي نسألك,شبيك إتلف فيا جاوبني بصراحة كي نسألك,Why are you changing the conversation? Answer me honestly when I ask you.
14598,إتْهَدْ,,إتهد,"to grow weary, tired",V,False,False,,إتهد من الخدمة روح فيسع رقد,إتهد من الخدمة روح فيسع رقد,He grew weary from work and went home quickly and slept.
14602,أتُولِيَا,أتُولِيَا,أتوليا,workshop,N,True,False,L'atelier,أتوليا أذايا يصنع في حاجات خارقة للعادة,أتوليا أذايا يصنع في حاجات خارقة للعادة,That workshop makes outstanding things.
14605,أتِيرُونِسْ,أتِيرُونِسْ,أتيرونس,"attraction, attention",N,True,False,Attirance,الإشهار يعمل برشا أتيرونس للمستهلك,الإشهار يعمل برشا أتيرونس للمستهلك,Marketing creates a lot of attraction in consumers.
14606,أتِيكَاتْ,أتِيكَاتْ,أتيكات,etiquette,N,True,False,étiquette,كي تبدا مع الملكة لازمك تبع الاتيكات,كي تبدا مع الملكة لازمك تبع الاتيكات,"When you're with the queen, you must follow the etiquette."
14612,أثِّرْ عْلِيهْ,,أثر عليه,"to impact, affect",V,False,False,,أثّر عليه الدواء بالدوخة .,أثر عليه الدواء بالدوخة .,The medicine made him dizzy.
14616,أثْيُوبْيَا,,أثيوبيا,Ethiopia,N,False,False,,أثيوبيا هي بلاد في إفريقيا .,أثيوبيا هي بلاد في إفريقيا .,Ethiopia is a country in Africa.
14617,إجَابَة,,إجابة,"answer, response",N,False,False,,أعطيني إجابة واضحة,أعطيني إجابة واضحة,Give me a clear response.
14618,إجَازَة,,إجازة,"leave, time off work",N,False,False,,باش ناخذ إجازة الجمعة الجاية,باش ناخذ إجازة الجمعة الجاية,I'm going to take time off next week.
14619,إجْتَازْ,,إجتاز,"to bypass, get around, evade",V,False,False,,إجتاز الإختبار بسهولة,إجتاز الإختبار بسهولة,He passed the test easily.
14620,إجْتِمَاعْ,,إجتماع,meeting,N,False,False,,عندي إجتماع غدوة,عندي إجتماع غدوة,I have a meeting tomorrow.
14621,إجتمَاعْ صَلَاةْ,,إجتماع صلاة,prayer meeting,N,False,False,,مشى لإجتماع صلاة,مشى لإجتماع صلاة,He went to the prayer meeting.
14622,إجْتِمَاعِي,,إجتماعي,"social, having to do with society",ADJ,False,False,,نخدم في صندوق الضمان الإجتماعي,نخدم في صندوق الضمان الإجتماعي,I work at the social security fund.
14622,إجْتِمَاعِي,,إجتماعي,"friendly, talkative",ADJ,False,False,,سمير شخص إجتماعي ويعرف كيفاش يدخل روحو,سمير شخص إجتماعي ويعرف كيفاش يدخل روحو,Samir is a friendly person and he knows how to get in.
14624,إجْتِهَادْ,,إجتهاد,"hard work, studiousness",N,False,False,,الإجتهاد هو طريق النجاح,الإجتهاد هو طريق النجاح,Hard work is the path to success.
14626,أجْر,,أجر,reward,N,False,False,,إلي يعمل الخير يلقى أجرو عند ربّي .,إلي يعمل الخير يلقى أجرو عند ربي .,The person who does what is right finds his reward with God.
14627,إجْرَاءْ,,إجراء,procedure,N,False,False,,قاعدين نحظّرو في إجراءات العرس,قاعدين نحظرو في إجراءات العرس,We're making preparations for the wedding procedures.
